shipment_id,warehouse_id,destination_id,carrier_id,order_date,planned_ship_date,actual_ship_date,planned_delivery_date,actual_delivery_date,distance_km,weight_kg,freight_cost,status,on_time_flag
SHP-000177,WH-11,DST-18,CAR-03,2023-01-18,2023-01-19,2023-01-19,2023-01-20,2023-01-20,122.9,74.7,23.63,Delivered,True
SHP-000178,WH-12,DST-17,CAR-05,2023-01-19,2023-01-21,2023-01-21,2023-01-22,2023-01-22,845.1,331.0,3186.11,Delivered,True
SHP-000179,WH-04,DST-08,CAR-05,2023-01-19,2023-01-21,2023-01-21,2023-01-22,2023-01-22,611.3,417.1,2678.39,Delivered,True
SHP-000180,WH-05,DST-18,CAR-06,2023-01-19,2023-01-21,2023-01-21,2023-01-28,2023-01-29,4891.2,826.3,903.57,Delivered,False
SHP-000181,WH-03,DST-01,CAR-03,2023-01-19,2023-01-21,,2023-01-22,,550.4,220.8,162.14,Cancelled,
SHP-000182,WH-05,DST-06,CAR-01,2023-01-19,2023-01-21,2023-01-21,2023-01-22,2023-01-22,720.7,243.0,542.73,Delivered,True
SHP-000183,WH-05,DST-06,CAR-03,2023-01-19,2023-01-20,2023-01-20,2023-01-22,2023-01-24,720.7,258.6,231.35,Delivered,False
SHP-000184,WH-02,DST-09,CAR-04,2023-01-19,2023-01-20,2023-01-21,2023-01-21,2023-01-21,7956.2,166.6,18667.11,Delivered,True
SHP-000185,WH-10,DST-20,CAR-06,2023-01-19,2023-01-20,2023-01-21,2023-02-09,2023-02-09,14416.5,1646.8,4792.4,Delivered,True
SHP-000186,WH-10,DST-12,CAR-06,2023-01-19,2023-01-19,2023-01-19,2023-01-29,2023-01-29,7825.8,350.1,774.9,Delivered,True
SHP-000187,WH-01,DST-05,CAR-01,2023-01-19,2023-01-19,2023-01-20,2023-01-20,2023-01-20,2159.1,452.9,2396.46,Delivered,True
SHP-000188,WH-09,DST-13,CAR-01,2023-01-19,2023-01-20,2023-01-20,2023-01-21,2023-01-21,866.5,2503.7,3982.46,Delivered,True
SHP-000189,WH-04,DST-07,CAR-04,2023-01-19,2023-01-20,2023-01-20,2023-01-21,2023-01-21,372.9,167.3,876.54,Delivered,True
SHP-000190,WH-11,DST-17,CAR-04,2023-01-19,2023-01-20,2023-01-20,2023-01-21,2023-01-21,868.1,195.1,2195.08,Delivered,True
SHP-000191,WH-01,DST-17,CAR-06,2023-01-19,2023-01-19,2023-01-20,2023-02-04,2023-02-10,11709.0,1464.6,3508.34,Delivered,False
SHP-000192,WH-08,DST-14,CAR-01,2023-01-19,2023-01-19,2023-01-19,2023-01-22,2023-01-22,3903.8,137.8,2241.78,Delivered,True
SHP-000193,WH-12,DST-08,CAR-03,2023-01-19,2023-01-20,2023-01-21,2023-01-23,2023-01-23,4094.7,243.9,1272.35,Delivered,True
SHP-000194,WH-11,DST-17,CAR-04,2023-01-20,2023-01-22,2023-01-22,2023-01-23,2023-01-23,868.1,1748.1,10823.15,Delivered,True
SHP-000195,WH-01,DST-14,CAR-06,2023-01-20,2023-01-21,2023-01-21,2023-02-09,2023-02-15,13666.0,401.9,1480.61,Delivered,False
SHP-000196,WH-07,DST-07,CAR-03,2023-01-20,2023-01-20,2023-01-20,2023-01-21,2023-01-26,1366.5,111.4,297.88,Delivered,False
SHP-000197,WH-05,DST-09,CAR-02,2023-01-20,2023-01-22,2023-01-22,2023-01-23,2023-01-23,1785.7,408.3,1694.55,Delivered,True
SHP-000198,WH-08,DST-04,CAR-06,2023-01-20,2023-01-20,2023-01-21,2023-02-08,2023-02-08,14798.8,516.5,1908.6,Delivered,True
SHP-000199,WH-09,DST-14,CAR-03,2023-01-20,2023-01-20,2023-01-20,2023-01-24,2023-01-24,5032.4,1865.7,7276.82,Delivered,True
SHP-000200,WH-03,DST-01,CAR-01,2023-01-20,2023-01-21,2023-01-21,2023-01-22,2023-01-22,550.4,660.6,805.31,Delivered,True
SHP-000201,WH-08,DST-16,CAR-06,2023-01-20,2023-01-20,2023-01-20,2023-01-29,2023-01-29,6063.3,419.6,676.23,Delivered,True
SHP-000202,WH-07,DST-06,CAR-04,2023-01-20,2023-01-21,2023-01-22,2023-01-22,2023-01-22,1448.5,144.4,3192.76,Delivered,True
SHP-000203,WH-06,DST-07,CAR-03,2023-01-20,2023-01-20,2023-01-20,2023-01-21,2023-01-21,391.5,238.4,120.14,Delivered,True
SHP-000204,WH-03,DST-02,CAR-03,2023-01-20,2023-01-22,2023-01-22,2023-01-23,2023-01-25,701.2,1130.3,652.95,Delivered,False
SHP-000205,WH-08,DST-14,CAR-01,2023-01-21,2023-01-22,2023-01-22,2023-01-25,2023-02-01,3903.8,282.5,3202.07,Delivered,False
SHP-000206,WH-02,DST-03,CAR-04,2023-01-21,2023-01-22,2023-01-22,2023-01-23,2023-01-23,1992.0,204.4,5155.58,Delivered,True
SHP-000207,WH-02,DST-05,CAR-05,2023-01-21,2023-01-22,2023-01-22,2023-01-23,2023-01-23,1501.9,2050.8,24001.06,Delivered,True
SHP-000208,WH-01,DST-03,CAR-03,2023-01-21,2023-01-21,2023-01-22,2023-01-23,2023-01-23,3110.3,444.4,1403.01,Delivered,True
SHP-000209,WH-03,DST-01,CAR-03,2023-01-21,2023-01-21,2023-01-21,2023-01-22,2023-01-22,550.4,1131.6,513.08,Delivered,True
SHP-000210,WH-09,DST-15,CAR-02,2023-01-21,2023-01-22,2023-01-23,2023-01-25,2023-01-25,4443.8,215.2,2878.32,Delivered,True
SHP-000211,WH-04,DST-09,CAR-01,2023-01-21,2023-01-23,2023-01-24,2023-01-24,2023-02-03,1424.2,336.7,1299.38,Delivered,False
SHP-000212,WH-08,DST-16,CAR-07,2023-01-21,2023-01-22,2023-01-22,2023-01-30,2023-02-07,6063.3,400.1,727.72,Delivered,False
SHP-000213,WH-03,DST-05,CAR-06,2023-01-22,2023-01-23,2023-01-23,2023-01-28,2023-01-28,3261.0,968.8,686.07,Delivered,True
SHP-000214,WH-08,DST-20,CAR-05,2023-01-22,2023-01-22,2023-01-22,2023-01-23,2023-01-23,8260.2,404.1,35429.12,Delivered,True
SHP-000215,WH-02,DST-04,CAR-01,2023-01-22,2023-01-22,2023-01-22,2023-01-24,2023-01-29,2438.1,298.1,2064.51,Delivered,False
SHP-000216,WH-01,DST-02,CAR-04,2023-01-22,2023-01-22,2023-01-22,2023-01-23,2023-01-23,947.5,85.1,1728.86,Delivered,True
SHP-000217,WH-01,DST-02,CAR-02,2023-01-22,2023-01-22,2023-01-23,2023-01-23,2023-01-23,947.5,1384.2,2341.62,Delivered,True
SHP-000218,WH-01,DST-02,CAR-01,2023-01-22,2023-01-22,2023-01-22,2023-01-23,2023-01-23,947.5,575.6,1249.31,Delivered,True
SHP-000219,WH-11,DST-06,CAR-06,2023-01-22,2023-01-23,2023-01-24,2023-01-31,2023-01-31,5473.4,356.9,548.67,Delivered,True
SHP-000220,WH-09,DST-13,CAR-05,2023-01-22,2023-01-23,2023-01-24,2023-01-24,2023-01-24,866.5,338.4,3312.13,Delivered,True
SHP-000221,WH-10,DST-14,CAR-04,2023-01-22,2023-01-22,2023-01-22,2023-01-24,2023-01-24,10156.8,487.4,44683.5,Delivered,True
SHP-000222,WH-04,DST-06,CAR-01,2023-01-22,2023-01-23,2023-01-23,2023-01-24,2023-01-25,320.6,430.1,343.41,Delivered,False
SHP-000223,WH-08,DST-13,CAR-04,2023-01-22,2023-01-23,2023-01-23,2023-01-24,2023-01-24,4671.9,63.9,7890.73,Delivered,True
SHP-000224,WH-09,DST-15,CAR-03,2023-01-23,2023-01-24,2023-01-24,2023-01-27,2023-01-30,4443.8,233.9,1349.73,Delivered,False
SHP-000225,WH-05,DST-11,CAR-01,2023-01-23,2023-01-24,2023-01-25,2023-01-25,2023-01-25,810.7,663.4,1189.96,Delivered,True
SHP-000226,WH-05,DST-08,CAR-03,2023-01-23,2023-01-23,2023-01-23,2023-01-24,2023-01-24,255.3,35.7,42.11,Delivered,True
SHP-000227,WH-08,DST-12,CAR-07,2023-01-23,2023-01-24,2023-01-24,2023-02-01,2023-02-01,5311.2,382.1,618.33,Delivered,True
SHP-000228,WH-10,DST-14,CAR-06,2023-01-23,2023-01-24,2023-01-24,2023-02-06,2023-02-06,10156.8,674.5,1598.78,Delivered,True
SHP-000229,WH-02,DST-01,CAR-05,2023-01-23,2023-01-25,2023-01-25,2023-01-26,2023-01-26,2205.7,737.6,14683.44,Delivered,True
SHP-000230,WH-08,DST-14,CAR-05,2023-01-23,2023-01-23,2023-01-23,2023-01-24,2023-01-24,3903.8,510.8,19701.11,Delivered,True
SHP-000231,WH-09,DST-13,CAR-05,2023-01-23,2023-01-25,2023-01-25,2023-01-26,2023-01-26,866.5,180.4,2340.14,Delivered,True
SHP-000232,WH-01,DST-17,CAR-07,2023-01-24,2023-01-24,2023-01-24,2023-02-10,2023-02-10,11709.0,881.4,2532.42,Delivered,True
SHP-000233,WH-06,DST-08,CAR-05,2023-01-24,2023-01-24,2023-01-24,2023-01-25,2023-01-25,974.8,848.0,7253.33,Delivered,True
SHP-000234,WH-02,DST-02,CAR-03,2023-01-24,2023-01-24,2023-01-24,2023-01-26,2023-01-26,1295.0,223.8,384.16,Delivered,True
SHP-000235,WH-11,DST-17,CAR-02,2023-01-24,2023-01-24,2023-01-25,2023-01-25,2023-01-25,868.1,734.8,1265.92,Delivered,True
SHP-000236,WH-02,DST-02,CAR-04,2023-01-24,2023-01-24,2023-01-25,2023-01-25,2023-01-25,1295.0,2558.5,22861.66,Delivered,True
SHP-000237,WH-09,DST-19,CAR-04,2023-01-24,2023-01-25,2023-01-25,2023-01-26,2023-01-26,6769.7,315.9,22351.87,Delivered,True
SHP-000238,WH-12,DST-17,CAR-01,2023-01-24,2023-01-24,2023-01-24,2023-01-25,2023-01-25,845.1,391.4,849.65,Delivered,True
SHP-000239,WH-11,DST-19,CAR-01,2023-01-24,2023-01-24,2023-01-24,2023-01-25,2023-01-25,376.2,1183.6,884.93,Delivered,True
SHP-000240,WH-01,DST-04,CAR-04,2023-01-24,2023-01-25,2023-01-26,2023-01-26,2023-01-26,1598.9,1791.8,20381.94,Delivered,True
SHP-000241,WH-06,DST-14,CAR-06,2023-01-24,2023-01-24,2023-01-24,2023-02-02,2023-02-07,6812.9,67.3,327.79,Delivered,False
SHP-000242,WH-09,DST-12,CAR-01,2023-01-24,2023-01-25,2023-01-25,2023-01-26,2023-01-26,1754.3,38.6,711.56,Delivered,True
SHP-000243,WH-11,DST-09,CAR-06,2023-01-24,2023-01-25,2023-01-25,2023-02-02,2023-02-08,5655.9,1220.2,1445.86,Delivered,False
SHP-000244,WH-08,DST-12,CAR-06,2023-01-24,2023-01-24,2023-01-24,2023-01-31,2023-01-31,5311.2,563.4,729.83,Delivered,True
SHP-000245,WH-08,DST-05,CAR-07,2023-01-25,2023-01-25,2023-01-25,2023-02-18,2023-02-24,16606.7,670.3,2890.56,Delivered,False
SHP-000246,WH-09,DST-11,CAR-04,2023-01-25,2023-01-25,2023-01-25,2023-01-26,2023-01-26,7764.6,188.1,19285.99,Delivered,True
SHP-000247,WH-06,DST-07,CAR-04,2023-01-25,2023-01-27,2023-01-28,2023-01-28,2023-01-28,391.5,526.8,1821.07,Delivered,True
SHP-000248,WH-08,DST-07,CAR-07,2023-01-25,2023-01-26,2023-01-26,2023-02-11,2023-02-11,10729.0,1236.2,3081.8,Delivered,True
SHP-000249,WH-09,DST-15,CAR-06,2023-01-25,2023-01-25,2023-01-26,2023-02-01,2023-02-01,4443.8,340.2,432.1,Delivered,True
SHP-000250,WH-05,DST-17,CAR-01,2023-01-25,2023-01-25,2023-01-25,2023-01-29,2023-01-29,4417.3,164.1,2734.16,Delivered,True
SHP-000251,WH-12,DST-01,CAR-07,2023-01-25,2023-01-25,2023-01-25,2023-02-09,2023-02-09,10255.6,488.9,1413.02,Delivered,True
SHP-000252,WH-08,DST-15,CAR-02,2023-01-25,2023-01-26,2023-01-26,2023-01-28,2023-01-28,905.4,422.1,878.62,Delivered,True
SHP-000253,WH-05,DST-20,CAR-02,2023-01-25,2023-01-27,2023-01-27,2023-01-29,,3125.3,123.7,1578.2,In Transit,
SHP-000254,WH-07,DST-13,CAR-06,2023-01-25,2023-01-25,2023-01-25,2023-02-05,2023-02-05,7740.4,379.8,807.82,Delivered,True
SHP-000255,WH-04,DST-08,CAR-03,2023-01-26,2023-01-27,2023-01-28,2023-01-28,2023-01-28,611.3,1936.4,914.2,Delivered,True
SHP-000256,WH-07,DST-06,CAR-04,2023-01-26,2023-01-28,2023-01-28,2023-01-29,2023-01-29,1448.5,1063.4,11712.34,Delivered,True
SHP-000257,WH-04,DST-07,CAR-03,2023-01-26,2023-01-28,2023-01-28,2023-01-29,,372.9,167.3,95.87,In Transit,
SHP-000258,WH-06,DST-07,CAR-05,2023-01-26,2023-01-26,2023-01-26,2023-01-27,2023-01-27,391.5,980.9,3282.48,Delivered,True
SHP-000259,WH-06,DST-08,CAR-02,2023-01-26,2023-01-26,2023-01-27,2023-01-28,2023-01-28,974.8,941.1,1735.27,Delivered,True
SHP-000260,WH-08,DST-08,CAR-04,2023-01-26,2023-01-27,2023-01-28,2023-01-28,2023-01-28,9916.3,288.5,31002.32,Delivered,True
SHP-000261,WH-04,DST-01,CAR-04,2023-01-26,2023-01-26,2023-01-26,2023-01-27,2023-01-27,5853.6,106.4,11478.59,Delivered,True
SHP-000262,WH-09,DST-15,CAR-02,2023-01-26,2023-01-28,2023-01-28,2023-02-01,2023-02-01,4443.8,2037.7,15512.59,Delivered,True
SHP-000263,WH-10,DST-15,CAR-07,2023-01-26,2023-01-27,2023-01-27,2023-02-05,2023-02-05,5496.2,1151.1,1485.18,Delivered,True
SHP-000264,WH-03,DST-04,CAR-03,2023-01-26,2023-01-28,2023-01-29,2023-01-29,2023-01-29,504.3,924.7,397.0,Delivered,True
SHP-000265,WH-07,DST-08,CAR-01,2023-01-26,2023-01-27,2023-01-27,2023-01-28,2023-01-28,517.2,372.3,503.16,Delivered,True
SHP-000266,WH-12,DST-15,CAR-04,2023-01-26,2023-01-27,2023-01-27,2023-01-28,2023-01-28,7985.3,1347.4,79081.77,Delivered,True
SHP-000267,WH-06,DST-20,CAR-02,2023-01-26,2023-01-26,2023-01-27,2023-01-29,2023-02-04,2879.0,207.8,1831.54,Delivered,False
SHP-000268,WH-06,DST-12,CAR-04,2023-01-26,2023-01-27,2023-01-27,2023-01-28,2023-01-28,9890.1,983.6,74917.7,Delivered,True
SHP-000269,WH-09,DST-17,CAR-06,2023-01-26,2023-01-27,2023-01-27,2023-02-05,2023-02-05,7242.9,780.7,1278.56,Delivered,True
SHP-000270,WH-06,DST-10,CAR-04,2023-01-26,2023-01-27,2023-01-28,2023-01-28,2023-02-02,340.3,257.2,995.65,Delivered,False
SHP-000271,WH-10,DST-16,CAR-04,2023-01-27,2023-01-27,2023-01-27,2023-01-28,2023-01-28,713.4,270.2,2146.9,Delivered,True
SHP-000272,WH-02,DST-03,CAR-04,2023-01-27,2023-01-27,2023-01-27,2023-01-28,2023-01-28,1992.0,118.7,4063.02,Delivered,True
SHP-000273,WH-03,DST-05,CAR-06,2023-01-27,2023-01-27,2023-01-27,2023-01-31,2023-01-31,3261.0,715.1,537.15,Delivered,True
SHP-000274,WH-02,DST-01,CAR-03,2023-01-27,2023-01-27,2023-01-27,2023-01-30,2023-01-30,2205.7,136.3,519.25,Delivered,True
SHP-000275,WH-06,DST-08,CAR-01,2023-01-27,2023-01-29,2023-01-30,2023-01-30,2023-01-30,974.8,343.7,901.0,Delivered,True
SHP-000276,WH-05,DST-10,CAR-05,2023-01-27,2023-01-27,2023-01-27,2023-01-28,2023-01-28,901.1,36.3,1511.76,Delivered,True
SHP-000277,WH-10,DST-15,CAR-07,2023-01-27,2023-01-27,2023-01-28,2023-02-04,2023-02-04,5496.2,386.4,644.59,Delivered,True
SHP-000278,WH-07,DST-04,CAR-07,2023-01-27,2023-01-29,2023-01-29,2023-02-08,2023-02-08,6452.1,410.9,788.32,Delivered,True
SHP-000279,WH-11,DST-18,CAR-04,2023-01-27,2023-01-28,2023-01-29,2023-01-29,2023-01-29,122.9,241.6,347.32,Delivered,True
SHP-000280,WH-10,DST-16,CAR-01,2023-01-27,2023-01-27,2023-01-28,2023-01-28,2023-01-28,713.4,640.4,1019.26,Delivered,True
SHP-000281,WH-09,DST-19,CAR-07,2023-01-28,2023-01-28,2023-01-29,2023-02-06,2023-02-06,6769.7,113.6,424.59,Delivered,True
SHP-000282,WH-08,DST-10,CAR-07,2023-01-28,2023-01-29,2023-01-29,2023-02-13,2023-02-22,10261.0,282.2,989.57,Delivered,False
SHP-000283,WH-04,DST-20,CAR-03,2023-01-28,2023-01-29,2023-01-29,2023-01-31,2023-01-31,3274.5,1741.4,4449.96,Delivered,True
SHP-000284,WH-08,DST-15,CAR-05,2023-01-28,2023-01-29,2023-01-30,2023-01-30,2023-01-30,905.4,1419.0,10406.95,Delivered,True
SHP-000285,WH-01,DST-02,CAR-01,2023-01-28,2023-01-30,2023-01-31,2023-02-01,2023-02-01,947.5,222.2,680.06,Delivered,True
SHP-000286,WH-10,DST-15,CAR-07,2023-01-28,2023-01-28,2023-01-28,2023-02-06,2023-02-06,5496.2,291.0,539.73,Delivered,True
SHP-000287,WH-09,DST-14,CAR-06,2023-01-28,2023-01-29,2023-01-29,2023-02-05,,5032.4,213.1,374.2,In Transit,
SHP-000288,WH-08,DST-17,CAR-04,2023-01-29,2023-01-31,2023-01-31,2023-02-01,2023-02-01,6652.8,389.0,25078.57,Delivered,True
SHP-000289,WH-10,DST-15,CAR-07,2023-01-29,2023-01-29,2023-01-29,2023-02-06,2023-02-06,5496.2,466.0,732.09,Delivered,True
SHP-000290,WH-04,DST-09,CAR-05,2023-01-29,2023-01-29,2023-01-29,2023-01-30,2023-01-30,1424.2,269.3,4745.32,Delivered,True
SHP-000291,WH-02,DST-04,CAR-03,2023-01-29,2023-01-31,2023-02-01,2023-02-03,2023-02-03,2438.1,389.3,1005.74,Delivered,True
SHP-000292,WH-08,DST-15,CAR-05,2023-01-29,2023-01-30,2023-01-30,2023-01-31,2023-01-31,905.4,436.6,4092.07,Delivered,True
SHP-000293,WH-01,DST-03,CAR-04,2023-01-29,2023-01-29,2023-01-30,2023-01-30,2023-01-30,3110.3,446.6,12871.31,Delivered,True
SHP-000294,WH-05,DST-11,CAR-04,2023-01-29,2023-01-31,2023-01-31,2023-02-01,2023-02-01,810.7,111.2,1614.7,Delivered,True
SHP-000295,WH-03,DST-03,CAR-01,2023-01-29,2023-01-31,2023-01-31,2023-02-03,2023-02-03,3494.4,243.9,2636.96,Delivered,True
SHP-000296,WH-05,DST-17,CAR-01,2023-01-29,2023-01-29,2023-01-30,2023-02-01,2023-02-01,4417.3,183.4,2879.09,Delivered,True
SHP-000297,WH-01,DST-01,CAR-03,2023-01-29,2023-01-30,2023-01-30,2023-01-31,2023-01-31,1200.3,71.8,228.37,Delivered,True
SHP-000298,WH-08,DST-17,CAR-06,2023-01-29,2023-01-31,2023-02-01,2023-02-09,2023-02-09,6652.8,1263.4,1752.44,Delivered,True
SHP-000299,WH-06,DST-07,CAR-04,2023-01-29,2023-01-30,2023-01-31,2023-01-31,2023-01-31,391.5,371.8,1432.7,Delivered,True
SHP-000300,WH-09,DST-14,CAR-06,2023-01-29,2023-01-30,2023-01-30,2023-02-07,2023-02-07,5032.4,90.1,262.78,Delivered,True
SHP-000301,WH-04,DST-05,CAR-05,2023-01-29,2023-01-30,2023-01-30,2023-01-31,2023-01-31,9208.8,589.5,51619.6,Delivered,True
SHP-000302,WH-11,DST-05,CAR-07,2023-01-29,2023-01-29,2023-01-30,2023-02-19,2023-02-19,14332.0,580.0,2235.78,Delivered,True
SHP-000303,WH-01,DST-01,CAR-03,2023-01-30,2023-01-30,2023-01-30,2023-01-31,2023-01-31,1200.3,619.2,688.31,Delivered,True
SHP-000304,WH-05,DST-07,CAR-01,2023-01-30,2023-01-30,2023-01-31,2023-01-31,2023-01-31,744.8,898.6,1391.05,Delivered,True
SHP-000305,WH-08,DST-18,CAR-04,2023-01-30,2023-01-30,2023-01-30,2023-01-31,2023-01-31,5896.0,1477.5,63298.92,Delivered,True
SHP-000306,WH-09,DST-16,CAR-06,2023-01-30,2023-01-30,2023-01-30,2023-02-09,2023-02-09,8055.2,1422.1,2351.93,Delivered,True
SHP-000307,WH-09,DST-12,CAR-05,2023-01-30,2023-01-31,2023-01-31,2023-02-01,2023-02-01,1754.3,227.5,5324.63,Delivered,True
SHP-000308,WH-09,DST-13,CAR-04,2023-01-30,2023-01-31,2023-01-31,2023-02-01,2023-02-01,866.5,525.2,4021.44,Delivered,True
SHP-000309,WH-01,DST-05,CAR-02,2023-01-30,2023-01-31,2023-01-31,2023-02-02,2023-02-02,2159.1,581.3,2631.59,Delivered,True
SHP-000310,WH-11,DST-20,CAR-04,2023-01-30,2023-01-31,2023-01-31,2023-02-01,2023-02-01,2423.4,850.7,16295.79,Delivered,True
SHP-000311,WH-11,DST-11,CAR-04,2023-01-31,2023-02-01,2023-02-01,2023-02-02,2023-02-02,4757.5,589.7,24044.98,Delivered,True
SHP-000312,WH-12,DST-20,CAR-03,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-04,1240.3,500.8,608.45,Delivered,False
SHP-000313,WH-09,DST-16,CAR-05,2023-01-31,2023-02-02,2023-02-02,2023-02-03,2023-02-03,8055.2,1023.6,69979.81,Delivered,True
SHP-000314,WH-11,DST-20,CAR-05,2023-01-31,2023-02-02,2023-02-02,2023-02-03,2023-02-03,2423.4,280.8,8272.55,Delivered,True
SHP-000315,WH-03,DST-03,CAR-01,2023-01-31,2023-01-31,2023-01-31,2023-02-02,2023-02-02,3494.4,127.9,1947.87,Delivered,True
SHP-000316,WH-02,DST-01,CAR-01,2023-01-31,2023-01-31,2023-01-31,2023-02-02,2023-02-02,2205.7,212.2,1545.64,Delivered,True
SHP-000317,WH-05,DST-18,CAR-06,2023-01-31,2023-02-01,2023-02-02,2023-02-07,2023-02-07,4891.2,117.4,279.45,Delivered,True
SHP-000318,WH-02,DST-16,CAR-06,2023-01-31,2023-01-31,2023-01-31,2023-02-19,2023-02-19,14483.8,1311.6,3940.86,Delivered,True
SHP-000319,WH-06,DST-06,CAR-02,2023-01-31,2023-02-01,2023-02-01,2023-02-02,2023-02-02,735.0,402.5,690.87,Delivered,True
SHP-000320,WH-11,DST-20,CAR-01,2023-01-31,2023-02-01,2023-02-01,2023-02-03,2023-02-03,2423.4,149.0,1437.78,Delivered,True
SHP-000321,WH-05,DST-08,CAR-05,2023-01-31,2023-01-31,2023-01-31,2023-02-01,2023-02-01,255.3,968.6,2117.83,Delivered,True
SHP-000322,WH-02,DST-16,CAR-06,2023-01-31,2023-01-31,2023-01-31,2023-02-19,2023-02-19,14483.8,1932.9,5560.63,Delivered,True
SHP-000323,WH-12,DST-20,CAR-04,2023-01-31,2023-01-31,2023-01-31,2023-02-01,2023-02-01,1240.3,211.6,3267.27,Delivered,True
SHP-000324,WH-01,DST-03,CAR-05,2023-01-31,2023-02-01,2023-02-01,2023-02-02,2023-02-02,3110.3,123.8,7150.59,Delivered,True
SHP-000325,WH-09,DST-14,CAR-03,2023-02-01,2023-02-03,2023-02-03,2023-02-08,2023-02-08,5032.4,524.4,2551.83,Delivered,True
SHP-000326,WH-01,DST-04,CAR-05,2023-02-01,2023-02-02,2023-02-02,2023-02-03,2023-02-03,1598.9,156.8,4050.45,Delivered,True
SHP-000327,WH-11,DST-05,CAR-07,2023-02-01,2023-02-01,2023-02-01,2023-02-22,2023-02-22,14332.0,78.7,798.86,Delivered,True
SHP-000328,WH-12,DST-17,CAR-05,2023-02-01,2023-02-03,2023-02-03,2023-02-04,2023-02-04,845.1,184.2,2305.28,Delivered,True
SHP-000329,WH-01,DST-02,CAR-02,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-04,947.5,872.6,1585.42,Delivered,True
SHP-000330,WH-06,DST-10,CAR-04,2023-02-01,2023-02-02,2023-02-02,2023-02-03,2023-02-03,340.3,615.2,1775.28,Delivered,True
SHP-000331,WH-08,DST-12,CAR-03,2023-02-01,2023-02-02,2023-02-02,2023-02-07,2023-02-07,5311.2,1950.5,7995.25,Delivered,True
SHP-000332,WH-09,DST-12,CAR-03,2023-02-01,2023-02-03,2023-02-03,2023-02-04,2023-02-04,1754.3,101.1,369.75,Delivered,True
SHP-000333,WH-01,DST-01,CAR-01,2023-02-01,2023-02-01,2023-02-01,2023-02-03,2023-02-03,1200.3,154.9,724.19,Delivered,True
SHP-000334,WH-04,DST-11,CAR-03,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-04,1181.6,192.1,324.31,Delivered,True
SHP-000335,WH-01,DST-04,CAR-04,2023-02-02,2023-02-02,2023-02-02,2023-02-03,2023-02-03,1598.9,48.7,2544.93,Delivered,True
SHP-000336,WH-08,DST-15,CAR-05,2023-02-02,2023-02-02,2023-02-02,2023-02-03,2023-02-03,905.4,416.5,3962.87,Delivered,True
SHP-000337,WH-07,DST-19,CAR-07,2023-02-02,2023-02-03,2023-02-03,2023-02-09,2023-02-09,3940.7,906.8,872.32,Delivered,True
SHP-000338,WH-08,DST-13,CAR-04,2023-02-02,2023-02-04,2023-02-05,2023-02-05,2023-02-12,4671.9,870.3,32002.45,Delivered,False
SHP-000339,WH-02,DST-05,CAR-02,2023-02-02,2023-02-02,2023-02-02,2023-02-04,2023-02-04,1501.9,544.7,1744.78,Delivered,True
SHP-000340,WH-01,DST-03,CAR-03,2023-02-02,2023-02-03,2023-02-03,2023-02-05,2023-02-05,3110.3,146.0,753.32,Delivered,True
SHP-000341,WH-12,DST-20,CAR-02,2023-02-02,2023-02-02,2023-02-02,2023-02-03,2023-02-03,1240.3,168.3,712.62,Delivered,True
SHP-000342,WH-04,DST-18,CAR-07,2023-02-02,2023-02-04,2023-02-04,2023-02-12,2023-02-14,5178.3,492.1,716.78,Delivered,False
SHP-000343,WH-01,DST-02,CAR-02,2023-02-02,2023-02-02,2023-02-03,2023-02-04,2023-02-04,947.5,148.6,515.27,Delivered,True
SHP-000344,WH-08,DST-05,CAR-04,2023-02-02,2023-02-03,2023-02-04,2023-02-04,2023-02-04,16606.7,101.4,32033.66,Delivered,True
SHP-000345,WH-10,DST-13,CAR-07,2023-02-03,2023-02-04,2023-02-04,2023-02-17,2023-02-17,8329.3,236.6,727.31,Delivered,True
SHP-000346,WH-01,DST-04,CAR-01,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-06,1598.9,598.8,2171.23,Delivered,True
SHP-000347,WH-04,DST-03,CAR-04,2023-02-03,2023-02-04,2023-02-04,2023-02-05,2023-02-05,8954.1,1603.4,103346.51,Delivered,True
SHP-000348,WH-10,DST-01,CAR-04,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-06,15988.8,159.4,36776.7,Delivered,True
SHP-000349,WH-05,DST-09,CAR-04,2023-02-03,2023-02-04,2023-02-04,2023-02-05,2023-02-05,1785.7,696.5,10245.71,Delivered,True
SHP-000350,WH-06,DST-06,CAR-02,2023-02-03,2023-02-04,2023-02-04,2023-02-05,2023-02-05,735.0,384.0,669.66,Delivered,True
SHP-000351,WH-05,DST-09,CAR-02,2023-02-03,2023-02-03,2023-02-03,2023-02-04,,1785.7,142.3,953.55,In Transit,
SHP-000352,WH-01,DST-01,CAR-01,2023-02-03,2023-02-04,2023-02-04,2023-02-05,2023-02-05,1200.3,104.5,621.34,Delivered,True
SHP-000353,WH-02,DST-03,CAR-04,2023-02-04,2023-02-05,2023-02-05,2023-02-06,2023-02-06,1992.0,427.7,8002.37,Delivered,True
